Updated On,State,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Total Individuals Vaccinated
02-05-2021,Sikkim,161376,43614,86866,74489,21,0,204990,Null,217,19975,88498,52894,161376
03-05-2021,Sikkim,162016,45738,87204,74791,21,0,207754,Null,217,20022,88803,53182,162016
04-05-2021,Sikkim,162666,47615,87549,75096,21,0,210281,Null,217,20052,89208,53397,162666
05-05-2021,Sikkim,163194,49494,87847,75326,21,0,212688,Null,217,20110,89444,53631,163194
06-05-2021,Sikkim,164073,51383,88344,75708,21,0,215456,Null,217,20176,89974,53914,164073
07-05-2021,Sikkim,164598,53770,88646,75931,21,0,218368,Null,217,20250,90185,54154,164598
08-05-2021,Sikkim,164772,54369,88741,76010,21,0,219141,Null,217,20246,90285,54232,164772
09-05-2021,Sikkim,164805,54507,88758,76026,21,0,219312,Null,217,20245,90311,54240,164805
10-05-2021,Sikkim,165201,56047,88980,76199,22,0,221248,Null,217,20332,90489,54370,165201
11-05-2021,Sikkim,165440,57008,89096,76322,22,0,222448,Null,217,20349,90639,54441,165440
12-05-2021,Sikkim,165669,57485,89228,76419,22,0,223154,Null,217,20388,90748,54522,165669
13-05-2021,Sikkim,165948,59036,89398,76528,22,0,224984,Null,217,20459,90900,54577,165948
14-05-2021,Sikkim,166119,59583,89488,76609,22,0,225702,Null,217,20471,91018,54618,166119
15-05-2021,Sikkim,166200,59594,89534,76644,22,0,225794,Null,217,20472,91079,54636,166200
16-05-2021,Sikkim,166562,59594,89701,76839,22,0,226156,Null,217,20823,91086,54640,166562
17-05-2021,Sikkim,167276,59615,90080,77174,22,0,226891,Null,217,21364,91206,54693,167276
18-05-2021,Sikkim,168003,59619,90466,77515,22,0,227622,Null,217,21966,91281,54743,168003
19-05-2021,Sikkim,169488,59619,91303,78163,22,0,229107,Null,217,23184,91460,54831,169488
20-05-2021,Sikkim,171357,59623,92359,78976,22,0,230980,Null,217,24697,91662,54985,171357
21-05-2021,Sikkim,173083,59635,93293,79766,24,0,232718,0,217,26139,91832,55099,173083
22-05-2021,Sikkim,174666,59637,94145,80496,25,0,234303,0,217,27557,91944,55152,174666
23-05-2021,Sikkim,174666,59637,94145,80496,25,0,234303,0,217,27557,91944,55152,174666
24-05-2021,Sikkim,175956,59637,94852,81078,26,0,235593,0,217,28697,92041,55205,175956
25-05-2021,Sikkim,177233,59641,95576,81631,26,0,236874,0,217,29776,92180,55264,177233
26-05-2021,Sikkim,178318,59641,96163,82129,26,0,237959,0,219,30847,92192,55266,178318
27-05-2021,Sikkim,179072,59643,96551,82494,27,0,238715,0,219,31509,92267,55283,179072
28-05-2021,Sikkim,179180,59648,96612,82541,27,0,238828,0,219,31574,92298,55295,179180
29-05-2021,Sikkim,179238,59653,96647,82564,27,0,238891,0,219,31609,92315,55301,179238
30-05-2021,Sikkim,179238,59653,96647,82564,27,0,238891,0,219,31609,92315,55301,179238
31-05-2021,Sikkim,179322,59661,96695,82600,27,0,238983,0,219,31639,92344,55326,179322
01-06-2021,Sikkim,179370,59673,96724,82619,27,0,239043,0,219,31663,92355,55339,179370
02-06-2021,Sikkim,179483,59691,96766,82690,27,0,239174,0,219,31745,92382,55343,179483
03-06-2021,Sikkim,179658,59697,96843,82788,27,0,239355,0,219,31842,92439,55363,179658
04-06-2021,Sikkim,179835,59713,96897,82911,27,0,239548,0,219,31970,92473,55378,179835
05-06-2021,Sikkim,179914,59714,96905,82982,27,0,239628,0,219,32044,92476,55380,179914
06-06-2021,Sikkim,180065,59714,96907,83131,27,0,239779,0,219,32195,92476,55380,180065
07-06-2021,Sikkim,180310,59726,96981,83302,27,0,240036,0,219,32388,92520,55388,180310
08-06-2021,Sikkim,180973,59738,97299,83647,27,0,240711,0,219,32842,92659,55458,180973
09-06-2021,Sikkim,184590,59764,99330,85232,28,0,244354,0,219,36283,92781,55509,184590
10-06-2021,Sikkim,192568,59778,103898,88636,34,0,252346,0,219,43814,93070,55663,192568
11-06-2021,Sikkim,205177,59791,110947,94188,42,0,264968,0,221,56118,93279,55752,205177
12-06-2021,Sikkim,213590,59799,115660,97879,51,0,273389,0,221,64371,93384,55796,213590
13-06-2021,Sikkim,213768,59799,115754,97963,51,0,273567,0,221,64549,93384,55796,213768
14-06-2021,Sikkim,226626,59836,122680,103888,58,0,286462,0,221,77086,93614,55870,226626
15-06-2021,Sikkim,242535,59838,131506,110967,62,0,302373,0,222,92818,93725,55915,242535
16-06-2021,Sikkim,257485,59850,139687,117729,69,0,317335,0,222,107576,93852,55961,257485
17-06-2021,Sikkim,271946,59881,147307,124561,78,0,331827,0,225,121783,94008,56026,271946
18-06-2021,Sikkim,287492,59899,155746,131662,84,0,347391,0,226,136980,94236,56125,287492
19-06-2021,Sikkim,298722,59911,161842,136789,91,0,358633,0,226,148091,94319,56152,298722
20-06-2021,Sikkim,299524,59911,162455,136978,91,0,359435,0,226,148893,94319,56152,299524
21-06-2021,Sikkim,311460,59943,168528,142827,105,0,371403,0,228,160640,94458,56183,311460
22-06-2021,Sikkim,325348,59983,175543,149691,114,0,385331,0,234,174320,94592,56209,325348
23-06-2021,Sikkim,337151,60031,181946,155088,117,0,397182,0,235,185716,94884,56305,337151
24-06-2021,Sikkim,349190,60805,188333,160732,125,0,409995,0,243,197290,95216,56412,349190
25-06-2021,Sikkim,362037,61526,228286,195144,133,0,423563,0,253,Null,Null,Null,Null
26-06-2021,Sikkim,371534,61597,233787,199203,141,0,433131,0,260,Null,Null,Null,Null
27-06-2021,Sikkim,371539,61597,233788,199207,141,0,433136,0,260,Null,Null,Null,Null
28-06-2021,Sikkim,384196,64574,241853,206767,150,0,448770,0,265,Null,Null,Null,Null
29-06-2021,Sikkim,394505,67949,249158,213144,152,0,462454,0,265,Null,Null,Null,Null
30-06-2021,Sikkim,401506,72304,255410,218239,161,0,473810,0,267,Null,Null,Null,Null
01-07-2021,Sikkim,407286,76184,260810,222495,165,0,483470,0,272,Null,Null,Null,Null
02-07-2021,Sikkim,411724,81810,266270,227099,165,0,493534,0,272,Null,Null,Null,Null
03-07-2021,Sikkim,416397,85181,270842,230568,168,0,501578,0,275,Null,Null,Null,Null
04-07-2021,Sikkim,416397,85183,270843,230569,168,0,501580,0,277,Null,Null,Null,Null
05-07-2021,Sikkim,423054,92194,278130,236946,172,0,515248,0,277,Null,Null,Null,Null
06-07-2021,Sikkim,428512,98958,285139,242156,175,0,527470,0,279,Null,Null,Null,Null
07-07-2021,Sikkim,432987,104480,290857,246433,177,0,537467,0,279,Null,Null,Null,Null
08-07-2021,Sikkim,436734,110041,295983,250611,181,0,546775,0,280,Null,Null,Null,Null
09-07-2021,Sikkim,440417,115683,301182,254736,182,0,556100,0,281,Null,Null,Null,Null
10-07-2021,Sikkim,442125,118462,303710,256694,183,0,560587,0,281,Null,Null,Null,Null
11-07-2021,Sikkim,442125,118462,303710,256694,183,0,560587,0,281,Null,Null,Null,Null
12-07-2021,Sikkim,445999,124246,309179,260877,189,0,570245,0,281,Null,Null,Null,Null
13-07-2021,Sikkim,447174,125035,310338,261681,190,0,572209,0,282,Null,Null,Null,Null
14-07-2021,Sikkim,451037,125587,312610,263822,192,0,576624,0,282,Null,Null,Null,Null
15-07-2021,Sikkim,455475,130608,317996,267894,193,0,586083,0,283,Null,Null,Null,Null
16-07-2021,Sikkim,461643,134333,323401,272380,195,0,595976,0,283,Null,Null,Null,Null
17-07-2021,Sikkim,464383,136099,325896,274385,201,0,600482,0,284,Null,Null,Null,Null
18-07-2021,Sikkim,464508,136108,325953,274462,201,0,600616,0,286,Null,Null,Null,Null
19-07-2021,Sikkim,465924,136777,327268,275230,203,0,602701,0,287,Null,Null,Null,Null
20-07-2021,Sikkim,471162,139022,331527,278450,207,0,610184,0,287,Null,Null,Null,Null
21-07-2021,Sikkim,474356,140802,334338,280613,207,0,615158,0,287,Null,Null,Null,Null
22-07-2021,Sikkim,477661,142048,336997,282504,208,0,619709,0,287,Null,Null,Null,Null
23-07-2021,Sikkim,481112,143887,340048,284739,212,0,624999,0,287,Null,Null,Null,Null
24-07-2021,Sikkim,482041,144504,340947,285386,212,0,626545,0,287,Null,Null,Null,Null
25-07-2021,Sikkim,482041,144504,340947,285386,212,0,626545,0,287,Null,Null,Null,Null
26-07-2021,Sikkim,484753,145263,343020,286784,212,0,630016,0,287,Null,Null,Null,Null
27-07-2021,Sikkim,486553,146135,344499,287974,215,0,632688,0,287,Null,Null,Null,Null
28-07-2021,Sikkim,487514,146413,345254,288457,216,0,633927,0,288,Null,Null,Null,Null
29-07-2021,Sikkim,488841,146948,346336,289237,216,0,635789,0,288,Null,Null,Null,Null
30-07-2021,Sikkim,490105,147845,347622,290109,219,0,637950,0,288,Null,Null,Null,Null
31-07-2021,Sikkim,490631,148105,348121,290396,219,0,638736,0,288,Null,Null,Null,Null
01-08-2021,Sikkim,491205,148122,348363,290749,215,0,639327,0,288,Null,Null,Null,Null
02-08-2021,Sikkim,493353,148823,350010,291952,214,0,642176,0,288,Null,Null,Null,Null
03-08-2021,Sikkim,494089,149487,350803,292557,216,0,643576,0,292,Null,Null,Null,Null
04-08-2021,Sikkim,494904,149858,351423,293122,217,0,644762,0,292,Null,Null,Null,Null
05-08-2021,Sikkim,495935,150285,352250,293753,217,0,646220,0,293,Null,Null,Null,Null
06-08-2021,Sikkim,496921,150619,353010,294313,217,0,647540,0,293,Null,Null,Null,Null
07-08-2021,Sikkim,497154,150743,353211,294469,217,0,647897,0,293,Null,Null,Null,Null
08-08-2021,Sikkim,497154,150743,353211,294469,217,0,647897,0,293,Null,Null,Null,Null
09-08-2021,Sikkim,497851,151538,354056,295116,217,0,649389,0,293,Null,Null,Null,Null
16-01-2021,Tamil Nadu,1167,0,622,545,0,6,1161,Null,Null,Null,Null,Null,1167
17-01-2021,Tamil Nadu,1745,0,986,759,0,29,1716,Null,Null,Null,Null,Null,1745
18-01-2021,Tamil Nadu,2861,0,1623,1238,0,42,2819,Null,Null,Null,Null,Null,2861
19-01-2021,Tamil Nadu,6154,0,3106,3047,1,111,6043,Null,Null,Null,Null,Null,6154
20-01-2021,Tamil Nadu,9060,0,4415,4644,1,144,8916,Null,Null,Null,Null,Null,9060
21-01-2021,Tamil Nadu,15654,0,7117,8535,2,227,15427,Null,Null,Null,Null,Null,15654
22-01-2021,Tamil Nadu,23659,0,10156,13501,2,355,23304,Null,Null,Null,Null,Null,23659
23-01-2021,Tamil Nadu,31127,0,12969,18156,2,510,30617,Null,Null,Null,Null,Null,31127
24-01-2021,Tamil Nadu,35144,0,14515,20627,2,591,34553,Null,Null,Null,Null,Null,35144
25-01-2021,Tamil Nadu,41396,0,16981,24413,2,740,40656,Null,Null,Null,Null,Null,41396
26-01-2021,Tamil Nadu,46310,0,18840,27468,2,896,45414,Null,Null,Null,Null,Null,46310
27-01-2021,Tamil Nadu,54195,0,21749,32443,3,1085,53110,Null,Null,Null,Null,Null,54195
28-01-2021,Tamil Nadu,61290,0,24459,36828,3,1247,60043,Null,Null,Null,Null,Null,61290
29-01-2021,Tamil Nadu,66918,0,26589,40326,3,1331,65587,Null,Null,Null,Null,Null,66918
30-01-2021,Tamil Nadu,76934,0,30095,46835,4,1495,75439,Null,Null,Null,Null,Null,76934
31-01-2021,Tamil Nadu,77809,0,30421,47384,4,1505,76304,Null,Null,Null,Null,Null,77809
01-02-2021,Tamil Nadu,85002,0,33125,51872,5,1606,83396,Null,Null,Null,Null,Null,85002
02-02-2021,Tamil Nadu,91094,0,35237,55848,9,1698,89396,Null,Null,Null,Null,Null,91094
03-02-2021,Tamil Nadu,98750,0,37955,60786,9,1849,96901,Null,Null,Null,Null,Null,98750
04-02-2021,Tamil Nadu,107904,0,41292,66602,10,1966,105938,Null,Null,Null,Null,Null,107904
05-02-2021,Tamil Nadu,116857,0,44626,72221,10,2076,114781,Null,Null,Null,Null,Null,116857
06-02-2021,Tamil Nadu,126381,0,48140,78231,10,2311,124070,Null,Null,Null,Null,Null,126381
07-02-2021,Tamil Nadu,127289,0,48498,78781,10,2311,124978,Null,Null,Null,Null,Null,127289
08-02-2021,Tamil Nadu,139024,0,53116,85898,10,2815,136209,Null,Null,Null,Null,Null,139024
09-02-2021,Tamil Nadu,150915,0,58479,92426,10,2913,148002,Null,Null,Null,Null,Null,150915
10-02-2021,Tamil Nadu,162412,0,63699,98700,13,3016,159396,Null,Null,Null,Null,Null,162412
11-02-2021,Tamil Nadu,173368,0,68191,105160,17,3098,170270,Null,Null,Null,Null,Null,173368
12-02-2021,Tamil Nadu,184565,0,72869,111679,17,3178,181387,Null,Null,Null,Null,Null,184565
13-02-2021,Tamil Nadu,195203,667,78068,117117,18,3379,191824,Null,Null,Null,Null,Null,195203
14-02-2021,Tamil Nadu,195796,671,78339,117439,18,3379,192417,Null,Null,Null,Null,Null,195796
15-02-2021,Tamil Nadu,203921,1176,81876,122027,18,3566,200355,Null,Null,Null,Null,Null,203921
16-02-2021,Tamil Nadu,213823,2141,86510,127295,18,3673,210150,Null,Null,Null,Null,Null,213823
17-02-2021,Tamil Nadu,224158,3579,91552,132587,19,3812,220346,Null,Null,Null,Null,Null,224158
18-02-2021,Tamil Nadu,228388,6024,93924,134445,19,3805,224583,Null,Null,Null,Null,Null,228388
19-02-2021,Tamil Nadu,246203,10185,101610,144574,19,4198,242005,Null,Null,Null,Null,Null,246203
20-02-2021,Tamil Nadu,255918,13955,106312,149587,19,4417,251501,Null,Null,Null,Null,Null,255918
21-02-2021,Tamil Nadu,256365,14122,106459,149887,19,4421,251944,Null,Null,Null,Null,Null,256365
22-02-2021,Tamil Nadu,262213,18634,109222,152972,19,4579,257634,Null,Null,Null,Null,Null,262213
23-02-2021,Tamil Nadu,268486,23096,112212,156254,20,4696,263790,Null,Null,Null,Null,Null,268486
24-02-2021,Tamil Nadu,273618,26986,114927,158671,20,4813,268805,Null,Null,Null,Null,Null,273618
25-02-2021,Tamil Nadu,278432,30463,117487,160925,20,4975,273457,Null,Null,Null,Null,Null,278432
26-02-2021,Tamil Nadu,284640,35326,120753,163867,20,5222,279418,Null,Null,Null,Null,Null,284640
27-02-2021,Tamil Nadu,284640,35326,120753,163867,20,5222,279418,Null,Null,Null,Null,Null,284640
28-02-2021,Tamil Nadu,284640,35326,120753,163867,20,5222,279418,Null,Null,Null,Null,Null,284640
01-03-2021,Tamil Nadu,284640,35326,120753,163867,20,5222,279418,Null,Null,Null,Null,Null,284640
02-03-2021,Tamil Nadu,315543,42057,137641,177871,31,5886,309657,Null,Null,Null,Null,Null,315543
03-03-2021,Tamil Nadu,353429,47077,157561,195834,34,6745,346684,Null,Null,Null,Null,Null,353429
04-03-2021,Tamil Nadu,404222,51387,182650,221534,38,7946,396276,Null,Null,Null,Null,Null,404222
05-03-2021,Tamil Nadu,474441,57713,217754,256643,44,9590,464851,Null,Null,Null,Null,Null,474441
06-03-2021,Tamil Nadu,554443,65172,258536,295856,51,11737,542706,Null,Null,Null,Null,Null,554443
07-03-2021,Tamil Nadu,579008,67333,270919,308034,55,12594,566414,Null,Null,Null,Null,Null,579008
08-03-2021,Tamil Nadu,658443,73749,310214,348156,73,14584,643859,Null,Null,Null,Null,Null,658443
09-03-2021,Tamil Nadu,651487,81977,345989,387396,79,16381,717029,Null,Null,Null,Null,Null,733464
10-03-2021,Tamil Nadu,729539,90669,388583,431539,86,18645,801509,Null,Null,Null,Null,Null,820208
11-03-2021,Tamil Nadu,805176,100118,431332,473866,96,21190,884041,Null,Null,Null,Null,Null,905294
12-03-2021,Tamil Nadu,887006,109541,475299,521143,105,23812,972671,Null,Null,Null,Null,Null,996547
13-03-2021,Tamil Nadu,967045,119572,519700,566807,110,27158,1059395,Null,Null,Null,Null,Null,1086617
14-03-2021,Tamil Nadu,987144,121140,531030,577143,111,28210,1080010,Null,Null,Null,Null,Null,1108284
15-03-2021,Tamil Nadu,1075960,129543,579341,626045,117,32244,1173195,Null,Null,Null,Null,Null,1205503
16-03-2021,Tamil Nadu,1282816,141027,620171,662519,126,40810,1383033,Null,73,322414,540610,418950,1282816
17-03-2021,Tamil Nadu,1429800,151758,697116,732543,141,53377,1528181,Null,76,337968,596277,494681,1429800
18-03-2021,Tamil Nadu,1533516,161823,751309,782055,152,68471,1626868,Null,77,352791,641931,537882,1533516
19-03-2021,Tamil Nadu,1642080,172869,807514,834405,161,89414,1725535,Null,78,368572,691503,581071,1642080
20-03-2021,Tamil Nadu,1757406,183762,866260,890975,171,119795,1821373,Null,78,386626,745519,624307,1757406
21-03-2021,Tamil Nadu,1801246,187310,888940,912132,174,138934,1849622,Null,78,394846,767452,637988,1801246
22-03-2021,Tamil Nadu,1889774,195592,935356,954239,179,168271,1917095,Null,82,407952,806084,674759,1889774
23-03-2021,Tamil Nadu,2011826,206091,999552,1012083,191,217158,2000759,Null,82,429721,861452,719630,2011826
24-03-2021,Tamil Nadu,2105533,211942,1049036,1056302,195,258964,2058511,Null,83,444533,903357,756597,2105533
25-03-2021,Tamil Nadu,2204055,218165,1100794,1103055,206,295526,2126694,Null,83,459325,947779,795893,2204055
26-03-2021,Tamil Nadu,2302650,225142,1152730,1149696,224,322886,2204906,Null,83,475284,994093,832176,2302650
27-03-2021,Tamil Nadu,2401267,230923,1203922,1197107,238,345673,2286517,Null,84,492512,1042225,865414,2401267
28-03-2021,Tamil Nadu,2421436,231743,1214411,1206786,239,350269,2302910,Null,84,495841,1052585,871891,2421436
29-03-2021,Tamil Nadu,2509568,238476,1258748,1250570,250,366211,2381833,Null,84,508103,1092063,908271,2509568
30-03-2021,Tamil Nadu,2583284,246267,1295951,1287074,259,378779,2450772,Null,84,519616,1125509,937014,2583284
31-03-2021,Tamil Nadu,2650411,255024,1329998,1320150,263,390439,2514996,Null,85,529975,1155390,963878,2650411
01-04-2021,Tamil Nadu,2703180,262132,1357225,1345688,267,398362,2566950,Null,85,537339,1181454,983213,2703180
02-04-2021,Tamil Nadu,2774534,272370,1393809,1380453,272,410098,2636806,Null,85,547546,1217971,1007821,2774534
03-04-2021,Tamil Nadu,2821427,280462,1418172,1402974,281,417195,2684694,Null,85,554007,1242126,1024090,2821427
04-04-2021,Tamil Nadu,2855222,286662,1435695,1419242,285,423427,2718457,Null,85,557695,1260859,1035458,2855222
05-04-2021,Tamil Nadu,2892174,294913,1454548,1437337,289,429313,2757774,Null,85,558032,1281579,1051351,2892174
06-04-2021,Tamil Nadu,2918808,300551,1468052,1450465,291,434314,2785045,Null,85,558301,1297088,1062207,2918808
07-04-2021,Tamil Nadu,2967647,312890,1492854,1474497,296,443519,2837018,Null,86,558714,1324370,1083351,2967647
08-04-2021,Tamil Nadu,3061151,339773,1540934,1519910,307,459339,2941585,Null,86,559387,1374899,1125652,3061151
09-04-2021,Tamil Nadu,3166812,365634,1598360,1568125,327,475882,3056564,Null,87,561815,1435320,1168465,3166812
10-04-2021,Tamil Nadu,3274164,391131,1657055,1616775,334,492256,3173039,Null,88,564030,1500643,1208278,3274164
11-04-2021,Tamil Nadu,3316055,398627,1680666,1635052,337,500185,3214497,Null,89,564869,1526893,1223081,3316055
12-04-2021,Tamil Nadu,3449290,430938,1753902,1695027,361,517200,3363028,Null,89,568091,1605441,1274549,3449290
13-04-2021,Tamil Nadu,3565954,453372,1821956,1743614,384,532413,3486913,Null,90,571908,1676744,1316094,3565954
14-04-2021,Tamil Nadu,3641043,469082,1866609,1774045,389,542671,3567454,Null,90,574452,1722775,1342605,3641043
15-04-2021,Tamil Nadu,3801731,514054,1953686,1847635,410,563954,3751831,Null,91,578668,1816091,1405758,3801731
16-04-2021,Tamil Nadu,3966587,562249,2043812,1922344,431,590463,3938373,Null,95,584458,1914345,1466567,3966587
17-04-2021,Tamil Nadu,4063643,605401,2096168,1967033,442,613357,4055687,Null,100,589328,1972383,1500712,4063643
18-04-2021,Tamil Nadu,4090953,619909,2110947,1979559,447,624338,4086524,Null,101,590756,1988812,1510164,4090953
19-04-2021,Tamil Nadu,4147072,666304,2140772,2005846,454,654271,4159105,Null,101,594251,2019843,1531756,4147072
20-04-2021,Tamil Nadu,4187565,704499,2162999,2024108,458,682404,4209660,Null,103,597311,2042371,1546660,4187565
21-04-2021,Tamil Nadu,4223251,742313,2182481,2040308,462,708301,4257263,Null,103,600209,2062235,1559583,4223251
22-04-2021,Tamil Nadu,4268889,806792,2206806,2061619,464,728203,4347478,Null,105,603361,2087506,1576796,4268889
23-04-2021,Tamil Nadu,4323326,882230,2236387,2086468,471,745060,4460496,Null,106,607068,2118184,1596851,4323326
24-04-2021,Tamil Nadu,4376661,951254,2265694,2110488,479,757930,4569985,Null,106,611262,2149759,1614410,4376661
25-04-2021,Tamil Nadu,4388384,962689,2272205,2115700,479,761022,4590051,Null,106,612470,2156407,1618277,4388384
26-04-2021,Tamil Nadu,4440291,1043041,2299858,2139949,484,783406,4699926,Null,107,615923,2185555,1637581,4440291
27-04-2021,Tamil Nadu,4495630,1129102,2329760,2165375,495,814748,4809984,Null,109,813952,2023847,1656603,4495630
28-04-2021,Tamil Nadu,4544279,1196369,2356703,2187074,502,839740,4900908,Null,110,819886,2050283,1672879,4544279
29-04-2021,Tamil Nadu,4589747,1255450,2381715,2207525,507,868619,4976578,Null,111,825686,2075222,1687749,4589747
30-04-2021,Tamil Nadu,4635084,1311972,2407092,2227478,514,896561,5050495,Null,113,831994,2100415,1701578,4635084
01-05-2021,Tamil Nadu,4671707,1359177,2426960,2244224,523,910724,5120160,Null,115,837214,2121033,1712362,4671707
02-05-2021,Tamil Nadu,4679335,1367080,2431001,2247811,523,913563,5132852,Null,116,832596,2131136,1714547,4679335
03-05-2021,Tamil Nadu,4716835,1418409,2450657,2265646,532,923475,5211769,Null,116,839058,2150306,1726414,4716835
04-05-2021,Tamil Nadu,4750360,1460306,2468954,2280866,540,932547,5278119,Null,117,846393,2166969,1735936,4750360
05-05-2021,Tamil Nadu,4781479,1497583,2486010,2294927,542,941481,5337581,Null,117,853351,2182289,1744776,4781479
06-05-2021,Tamil Nadu,4823176,1556012,2508538,2314086,552,963716,5415472,Null,120,862476,2203648,1755989,4823176
07-05-2021,Tamil Nadu,4866561,1612269,2532046,2333957,558,985661,5493169,Null,121,872912,2225561,1767024,4866561
08-05-2021,Tamil Nadu,4895451,1650810,2547862,2347025,564,1000822,5545439,Null,121,880824,2239487,1774074,4895451
09-05-2021,Tamil Nadu,4906062,1663852,2553413,2352083,566,1005549,5564365,Null,122,883930,2244165,1776901,4906062
10-05-2021,Tamil Nadu,4951333,1725504,2578019,2372741,573,1016620,5660217,Null,122,893529,2267276,1789425,4951333
11-05-2021,Tamil Nadu,4991388,1771235,2600786,2390020,582,1026445,5736178,Null,122,904479,2286716,1799065,4991388
12-05-2021,Tamil Nadu,5037596,1813810,2627062,2409949,585,1035957,5815449,Null,122,915658,2310165,1810620,5037596
13-05-2021,Tamil Nadu,5092140,1859169,2657709,2433839,592,1045897,5905412,Null,122,929471,2337722,1823765,5092140
14-05-2021,Tamil Nadu,5126070,1883860,2677175,2448301,594,1052108,5957822,Null,122,938151,2355329,1831396,5126070
15-05-2021,Tamil Nadu,5162834,1911232,2698147,2464084,603,1065723,6008343,Null,122,948615,2373734,1839278,5162834
16-05-2021,Tamil Nadu,5172965,1915211,2703711,2468649,605,1069858,6018318,Null,122,951488,2378644,1841624,5172965
17-05-2021,Tamil Nadu,5216811,1928889,2728966,2487231,614,1087164,6058536,Null,122,961398,2402529,1851650,5216811
18-05-2021,Tamil Nadu,5255610,1938953,2751567,2503426,617,1100365,6094198,Null,123,973531,2421501,1859315,5255610
19-05-2021,Tamil Nadu,5292027,1946959,2772935,2518471,621,1111414,6127572,Null,123,985250,2439234,1866262,5292027
20-05-2021,Tamil Nadu,5328713,1952672,2794590,2533484,639,1120399,6160986,Null,124,997180,2457011,1873225,5328713
21-05-2021,Tamil Nadu,5366882,1957688,2817378,2548862,642,1127840,6196730,0,124,1010184,2475298,1880086,5366882
22-05-2021,Tamil Nadu,5414503,1961862,2844758,2569100,645,1134499,6241866,0,124,1024874,2498682,1889605,5414503
23-05-2021,Tamil Nadu,5428452,1963098,2852648,2575158,646,1135878,6255672,0,124,1029907,2504920,1892281,5428452
24-05-2021,Tamil Nadu,5507417,1967029,2901025,2605735,657,1143767,6330679,0,126,1078410,2526597,1901026,5507417
25-05-2021,Tamil Nadu,5690306,1971235,3017105,2672515,686,1159495,6502046,0,126,1233814,2546666,1908399,5690306
26-05-2021,Tamil Nadu,5937633,1974348,3174901,2762018,714,1175779,6736202,0,126,1443321,2574094,1918723,5937633
27-05-2021,Tamil Nadu,6228593,1978980,3357045,2870799,749,1198182,7009391,0,126,1678796,2614949,1933278,6228593
28-05-2021,Tamil Nadu,6520208,1995452,3538193,2981235,780,1252763,7262897,0,128,1918692,2653167,1946732,6520208
29-05-2021,Tamil Nadu,6781739,2013032,3696597,3084329,813,1323927,7470844,0,129,2134830,2686468,1958773,6781739
30-05-2021,Tamil Nadu,6875084,2018914,3752036,3122221,827,1347360,7546638,0,129,2205561,2702698,1965148,6875084
31-05-2021,Tamil Nadu,7063107,2032747,3865164,3197073,870,1398688,7697166,0,129,2328317,2749968,1983101,7063107
01-06-2021,Tamil Nadu,7190142,2049862,3940737,3248526,879,1448667,7791337,0,130,2412174,2781604,1994628,7190142
02-06-2021,Tamil Nadu,7286844,2062327,3998233,3287723,888,1486152,7863019,0,130,2475113,2806214,2003732,7286844
03-06-2021,Tamil Nadu,7545710,2074931,4147270,3397503,937,1525249,8095392,0,132,2629677,2881221,2032962,7545710
04-06-2021,Tamil Nadu,7790199,2086021,4289450,3499701,1048,1579310,8296910,0,132,2788463,2943579,2056176,7790199
05-06-2021,Tamil Nadu,7924700,2094173,4367398,3556238,1064,1633138,8385735,0,132,2879183,2975186,2068285,7924700
06-06-2021,Tamil Nadu,7972482,2097011,4394275,3577141,1066,1661068,8408425,0,132,2910677,2986909,2072824,7972482
07-06-2021,Tamil Nadu,8031685,2104046,4428871,3601738,1076,1695583,8440148,0,133,2950450,3000710,2078369,8031685
08-06-2021,Tamil Nadu,8076791,2108750,4456160,3619550,1081,1712385,8473156,0,135,2983869,3009106,2081619,8076791
09-06-2021,Tamil Nadu,8116108,2112684,4480787,3634233,1088,1723335,8505457,0,135,3013380,3016162,2084330,8116108
10-06-2021,Tamil Nadu,8156189,2116225,4505260,3649828,1101,1731945,8540444,25,135,3044343,3022731,2086846,8156189
11-06-2021,Tamil Nadu,8215741,2124417,4540999,3673630,1112,1770029,8569989,140,135,3087391,3034365,2091644,8215741
12-06-2021,Tamil Nadu,8503345,2145085,4702048,3800150,1147,1805831,8842307,292,135,3290522,3094824,2115532,8503345
13-06-2021,Tamil Nadu,8711904,2154282,4814660,3896077,1167,1832529,9033365,292,135,3434812,3140460,2134110,8711904
14-06-2021,Tamil Nadu,8976866,2171020,4956876,4018791,1199,1891333,9256218,335,135,3614126,3200509,2159655,8976866
15-06-2021,Tamil Nadu,9104491,2181247,5027189,4076041,1261,1936105,9349288,345,135,3700064,3229605,2172227,9104491
16-06-2021,Tamil Nadu,9441618,2202233,5204848,4235461,1309,1986276,9657220,355,135,3922308,3310024,2206638,9441618
17-06-2021,Tamil Nadu,9713059,2222053,5351031,4360686,1342,2043906,9890841,365,135,4104739,3372437,2233154,9713059
18-06-2021,Tamil Nadu,9911018,2237656,5456778,4452869,1371,2097552,10050732,390,136,4240700,3416060,2251458,9911018
19-06-2021,Tamil Nadu,10238404,2260510,5623026,4613947,1431,2133139,10365370,405,136,4466868,3486880,2281775,10238404
